Date/Time,Environment:Site Daylight Saving Time Status [](Hourly),Environment:Site Day Type Index [](Hourly),AHU1 LIGHTS:Lights Electric Power [W](Hourly),AHU2 LIGHTS:Lights Electric Power [W](Hourly),AHU3 LIGHTS:Lights Electric Power [W](Hourly),AHU4 LIGHTS:Lights Electric Power [W](Hourly),AHU1:Zone Thermostat Air Temperature [C](Hourly),AHU1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU2:Zone Thermostat Air Temperature [C](Hourly),AHU2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU3:Zone Thermostat Air Temperature [C](Hourly),AHU3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),AHU1 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU2 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU3 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),AHU4 VRF TERMINAL UNIT:Zone VRF Air Terminal Total Cooling Rate [W](Hourly),LG ARUB121BTE4 VRF HEAT PUMP:VRF Heat Pump Total Cooling Rate [W](Hourly),LG ARUB121BTE4 VRF HEAT PUMP:VRF Heat Pump Part Load Ratio [](Hourly),VRFCOOLCAPFT:Performance Curve Output Value [](Hourly) 
 01/01  01:00:00,0,5,0,15,0,65,25.56010697,25.56,25.56030271,25.56,25.38591259,25.56,25.56,178.0670617,0,0,667.3227792,1188.270209,0.15,0.764559624
 01/01  02:00:00,0,5,0,15,0,65,25.560055,25.56,25.56035843,25.56,25.17839643,25.56,25.56,64.60032763,0,0,669.545659,1061.75525,0.15,0.754065401
 01/01  03:00:00,0,5,0,13,0,65,25.56005592,25.56,25.56033258,25.56,25.09305278,25.56,25.56,37.15588546,0,0,670.4803456,1050.390087,0.15,0.751552806
 01/01  04:00:00,0,5,0,14,0,65,25.56005644,25.56,25.56038534,25.56,25.0035756,25.56,25.56,1.022681715,0,0,667.8813699,898.6307904,0.15,0.713698501
 01/01  05:00:00,0,5,0,14,0,65,25.56005637,25.56,25.56037856,25.56,24.94319421,25.56,25.56,0,0,0,668.9306973,921.2225336,0.15,0.719993153
 01/01  06:00:00,0,5,0,19,0,65,25.56005914,25.56,25.56037857,25.56,24.91811485,25.56,25.56,0,0,0,666.96939,877.3517202,0.15,0.706209475
 01/01  07:00:00,0,5,14,14,0,65,25.56005644,25.56,25.56037906,25.56,24.93303981,25.56,25.56,20.97584331,0,0,666.9317797,973.4273184,0.15,0.735873014
 01/01  08:00:00,0,5,199,210,196,65,22.30512109,22.22,22.29952527,22.22,22.26666586,22.22,22.22,3337.052673,3331.468066,1811.920912,1052.742103,10991.04942,0.247372065,0.809805834
 01/01  09:00:00,0,5,214,919,288,74,22.22384804,22.22,22.22221215,22.22,22.22313407,22.22,22.22,1510.729422,2764.17525,623.5333474,923.7197488,7249.16754,0.16583418,0.806351799
 01/01  10:00:00,0,5,197,865,293,65,22.2254611,22.22,22.22367506,22.22,22.22450704,22.22,22.22,2106.333825,3093.11621,1162.763074,861.370255,8635.153306,0.194757913,0.818296394
 01/01  11:00:00,0,5,220,968,345,65,22.22697447,22.22,22.222888,22.22,22.22572488,22.22,22.22,3017.003871,4419.793214,1934.665105,840.7079835,11654.46517,0.260533684,0.825789312
 01/01  12:00:00,0,5,223,982,284,65,22.22776416,22.22,22.2224888,22.22,22.22638476,22.22,22.22,3662.390479,4728.399604,2391.449817,835.0752979,13057.47008,0.292777556,0.823360817
 01/01  13:00:00,0,5,224,997,321,65,22.22802846,22.22,22.22412062,22.22,22.22639159,22.22,22.22,4045.672751,4711.977485,2675.529047,841.7473244,13707.51457,0.309944054,0.816481459
 01/01  14:00:00,0,5,223,976,340,65,22.22761348,22.22,22.22546535,22.22,22.22611338,22.22,22.22,4429.916328,5188.293767,3539.784002,851.334432,15447.19294,0.353266384,0.807309479
 01/01  15:00:00,0,5,224,991,259,65,22.22712786,22.22,22.22533166,22.22,22.22576911,22.22,22.22,4469.204701,5064.561844,3477.700493,861.8078203,15310.61207,0.353125837,0.800422628
 01/01  16:00:00,0,5,223,984,337,65,22.22646624,22.22,22.2249528,22.22,22.2252921,22.22,22.22,4063.483374,4538.253725,3143.037162,860.2582425,14037.45533,0.326242896,0.794298668
 01/01  17:00:00,0,5,218,962,318,65,22.22592574,22.22,22.22462162,22.22,22.22489486,22.22,22.22,3980.804962,4200.133466,2940.903571,857.0073373,13408.84573,0.312257456,0.792754269
 01/01  18:00:00,0,5,223,949,356,65,22.22546558,22.22,22.22434218,22.22,22.22457171,22.22,22.22,3899.248305,3959.916656,2795.43293,851.8126301,12934.57624,0.300392736,0.795021466
 01/01  19:00:00,0,5,217,928,347,65,22.22084439,22.22,22.22074255,22.22,22.2207304,22.22,22.22,2598.163369,2971.941832,1576.996498,839.6103665,9401.239099,0.217059489,0.799634568
 01/01  20:00:00,0,5,165,624,219,65,24.52537557,25.56,24.73799986,25.56,24.11251714,25.56,25.56,0,0,0,0,0,0,0.801631769
 01/01  21:00:00,0,5,54,24,60,65,25.54885653,25.56,25.50108071,25.56,25.06560547,25.56,25.56,119.7668738,0,0,626.119806,920.9536304,0.128125,0.732229836
 01/01  22:00:00,0,5,0,0,0,65,25.56011112,25.56,25.55689488,25.56,25.26716986,25.56,25.56,222.0995964,0,0,660.347136,1191.332402,0.15,0.762368253
 01/01  23:00:00,0,5,0,0,0,65,25.56014796,25.56,25.56021991,25.56,25.38477691,25.56,25.56,294.8561399,0,0,665.1904151,1355.20251,0.15,0.776384124
 01/01  24:00:00,0,5,0,0,0,65,25.56016129,25.56,25.56025626,25.56,25.46119941,25.56,25.56,325.585347,0,0,670.1560772,1447.216638,0.15,0.783602591
 01/02  01:00:00,0,6,0,15,0,65,25.56015743,25.56,25.56024168,25.56,25.49492339,25.56,25.56,324.3356756,0,0,667.5240006,1471.91958,0.15,0.787058135
 01/02  02:00:00,0,6,0,15,0,65,25.56014096,25.56,25.56021015,25.56,25.45083509,25.56,25.56,245.1201688,0,0,670.5274041,1404.265968,0.15,0.783354195
 01/02  03:00:00,0,6,0,13,0,65,25.56007324,25.56,25.56029579,25.56,25.25752977,25.56,25.56,78.95109735,0,0,671.9329184,1127.190647,0.15,0.758985639
 01/02  04:00:00,0,6,0,14,0,65,25.56006208,25.56,25.56033716,25.56,25.11966865,25.56,25.56,66.04998844,0,0,668.9536336,1060.188233,0.15,0.750657646
 01/02  05:00:00,0,6,0,14,0,65,25.56005667,25.56,25.56029102,25.56,25.13782869,25.56,25.56,91.38759143,0,0,669.9615727,1149.598314,0.15,0.762827156
 01/02  06:00:00,0,6,0,19,0,65,25.56005435,25.56,25.56028411,25.56,25.12859513,25.56,25.56,90.5244827,0,0,668.1984301,1150.449701,0.15,0.763865953
 01/02  07:00:00,0,6,14,14,0,65,25.56009721,25.56,25.56024616,25.56,25.20852565,25.56,25.56,201.6615111,0,0,668.5702204,1314.896786,0.15,0.779332954
 01/02  08:00:00,0,6,199,210,196,65,22.3172265,22.22,22.31252384,22.22,22.28263429,22.22,22.22,3628.205828,3582.430614,2228.943034,1055.052305,11965.40741,0.265700175,0.82068261
 01/02  09:00:00,0,6,214,919,288,74,22.22494975,22.22,22.22216026,22.22,22.22390799,22.22,22.22,2063.724665,3442.138255,1232.921416,927.6539901,9095.506346,0.20266672,0.828318716
 01/02  10:00:00,0,6,197,865,293,65,22.2264312,22.22,22.22128865,22.22,22.2247433,22.22,22.22,3095.662649,5105.674386,2438.836666,867.6801393,13004.401,0.287096313,0.836212643
 01/02  11:00:00,0,6,220,968,345,65,22.22607144,22.22,22.22140356,22.22,22.22442086,22.22,22.22,4076.404804,5565.408803,3065.033112,849.847301,15068.85235,0.334817505,0.830851475
 01/02  12:00:00,0,6,223,982,284,65,22.22778153,22.22,22.2218164,22.22,22.22617015,22.22,22.22,3949.416152,5105.664652,2687.680715,844.062224,14034.92031,0.314459247,0.823957222
 01/02  13:00:00,0,6,224,997,321,65,22.22783093,22.22,22.22176645,22.22,22.22548721,22.22,22.22,4234.295177,5477.396508,2929.398877,847.3171216,14948.16425,0.334793489,0.824274128
 01/02  14:00:00,0,6,223,976,340,65,22.22755036,22.22,22.22132612,22.22,22.22466827,22.22,22.22,4280.009832,5875.888543,2962.905573,853.2336603,15439.21172,0.346146634,0.823422731
 01/02  15:00:00,0,6,224,991,259,65,22.22782694,22.22,22.22156836,22.22,22.22432824,22.22,22.22,4222.303979,5324.70042,3326.747866,859.9544455,15194.1465,0.340682712,0.823356066
 01/02  16:00:00,0,6,223,984,337,65,22.2277466,22.22,22.22267638,22.22,22.22414248,22.22,22.22,3950.593896,4739.09792,3365.2734,856.0175001,14356.80682,0.322099498,0.822866774
 01/02  17:00:00,0,6,218,962,318,65,22.22588656,22.22,22.2222658,22.22,22.22347491,22.22,22.22,4826.036278,4946.29532,3995.643966,852.5868557,16097.9617,0.360800414,0.823692925
 01/02  18:00:00,0,6,223,949,356,65,22.22440882,22.22,22.22362224,22.22,22.2235326,22.22,22.22,5219.712543,4371.502742,3748.654904,851.2501068,15668.14849,0.353075172,0.81864296
 01/02  19:00:00,0,6,217,928,347,65,22.22097674,22.22,22.2208934,22.22,22.22084811,22.22,22.22,2659.090013,2962.320098,1604.200128,841.2341153,9481.681897,0.215146858,0.813636811
 01/02  20:00:00,0,6,165,624,219,65,24.57173567,25.56,24.74566951,25.56,24.15332435,25.56,25.56,11.85626699,27.51043519,0,86.15768878,177.0574896,9.38E-03,0.81138179
 01/02  21:00:00,0,6,54,24,60,65,25.56009846,25.56,25.54268419,25.56,25.23205898,25.56,25.56,240.2398011,0,0,638.0746191,1128.293715,0.15,0.763119761
 01/02  22:00:00,0,6,0,0,0,65,25.56016933,25.56,25.55983992,25.56,25.42373533,25.56,25.56,323.7164529,0,0,644.6727744,1352.320932,0.15,0.785773223
 01/02  23:00:00,0,6,0,0,0,65,25.56019777,25.56,25.56024247,25.56,25.53697866,25.56,25.56,392.5210356,0,0,657.6543909,1531.093542,0.15,0.798119463
 01/02  24:00:00,0,6,0,0,0,65,25.56017827,25.56,25.560192,25.56,25.55987273,25.56,25.56,419.2674155,0,0,666.2235678,1665.748093,0.15,0.805915224
 01/03  01:00:00,0,7,0,8,0,65,25.56025434,25.56,25.56015558,25.56,25.5603265,25.56,25.56,438.5713099,0,0,665.4043776,1748.340073,0.15,0.810219104
 01/03  02:00:00,0,7,0,0,0,65,25.56018709,25.56,25.56018556,25.56,25.551904,25.56,25.56,373.0991864,0,0,669.3939199,1580.661551,0.15,0.800689237
 01/03  03:00:00,0,7,0,0,0,65,25.5601401,25.56,25.56021641,25.56,25.48890494,25.56,25.56,304.0735714,0,0,668.6392261,1452.58561,0.15,0.793212674
 01/03  04:00:00,0,7,0,0,0,65,25.56014965,25.56,25.56027528,25.56,25.45243465,25.56,25.56,293.9343648,0,0,671.8459428,1398.545355,0.15,0.789111125
 01/03  05:00:00,0,7,0,3,0,65,25.560146,25.56,25.56022326,25.56,25.44866221,25.56,25.56,306.408468,0,0,671.6928651,1472.613667,0.15,0.794136517
 01/03  06:00:00,0,7,0,3,0,65,25.56014039,25.56,25.56023931,25.56,25.45419322,25.56,25.56,300.5673443,0,0,671.4781102,1435.831109,0.15,0.79202034
 01/03  07:00:00,0,7,0,3,0,65,25.56020204,25.56,25.56018332,25.56,25.48804941,25.56,25.56,362.0636308,0,0,670.2196989,1552.963279,0.15,0.801727135
 01/03  08:00:00,0,7,157,7,174,65,25.56031158,25.56,25.56015397,25.56,25.55102503,25.56,25.56,680.4727629,369.7738855,0,676.1956056,2859.023963,0.15,0.846706048
 01/03  09:00:00,0,7,165,381,233,65,22.32898112,22.22,22.32811903,22.22,22.30822568,22.22,22.22,3947.202401,4266.892743,2884.045303,1061.035995,13659.37349,0.297932074,0.832432527
 01/03  10:00:00,0,7,159,979,333,65,22.22759864,22.22,22.22191178,22.22,22.22568176,22.22,22.22,3368.533109,5184.329222,2582.151193,922.6952464,13520.65472,0.301722393,0.827239174
 01/03  11:00:00,0,7,158,964,324,65,22.22776503,22.22,22.22181465,22.22,22.22494817,22.22,22.22,3850.45421,5208.111038,2991.918121,881.9859538,14396.56984,0.322274013,0.824703679
 01/03  12:00:00,0,7,165,954,334,65,22.22665117,22.22,22.22144044,22.22,22.22426761,22.22,22.22,4390.343133,5607.543281,3327.36615,866.0134045,15667.65675,0.351745849,0.82232959
 01/03  13:00:00,0,7,165,975,322,65,22.22626658,22.22,22.22089959,22.22,22.22467565,22.22,22.22,4814.243036,6246.437259,3484.468976,862.3330945,16889.4045,0.380440239,0.819553926
 01/03  14:00:00,0,7,165,987,345,65,22.22626641,22.22,22.22147204,22.22,22.22348745,22.22,22.22,4855.428759,5776.41894,4348.134591,865.6267252,17323.76391,0.390320349,0.819333382
 01/03  15:00:00,0,7,165,987,324,65,22.22739039,22.22,22.22177969,22.22,22.22516323,22.22,22.22,4607.810394,5485.035532,3721.721582,866.2418951,16135.44375,0.364205424,0.817882302
 01/03  16:00:00,0,7,165,959,342,65,22.22092812,22.22,22.21903603,22.22,22.21995617,22.22,22.22,4123.955971,4479.971895,3103.469132,865.4383896,14014.79567,0.314075629,0.823797007
 01/03  17:00:00,0,7,201,818,287,65,22.21757255,22.22,22.21798499,22.22,22.21802315,22.22,22.22,4614.557339,3990.910555,3260.188545,863.3145273,14197.20215,0.316137669,0.829060798
 01/03  18:00:00,0,7,53,0,42,65,25.14338895,25.56,24.80584403,25.56,25.01147791,25.56,25.56,783.9916736,0,0,440.0541477,1712.850947,0.11,0.822737838
 01/03  19:00:00,0,7,0,0,0,65,25.55877954,25.56,25.54840818,25.56,25.5571721,25.56,25.56,738.0067548,0,0,602.3190105,2242.032069,0.15,0.827564121
 01/03  20:00:00,0,7,128,504,174,65,25.56029355,25.56,25.55986641,25.56,25.56004104,25.56,25.56,752.1430318,216.4852516,0,644.4085893,2875.805544,0.15,0.841289591
 01/03  21:00:00,0,7,22,17,25,68,25.56024157,25.56,25.56012264,25.56,25.5602296,25.56,25.56,542.4106164,0,0,664.1501754,1961.035906,0.15,0.820203128
 01/03  22:00:00,0,7,26,123,43,65,25.56021805,25.56,25.56011525,25.56,25.56023656,25.56,25.56,525.9074731,0,0,671.1007679,2038.002929,0.15,0.824442143
 01/03  23:00:00,0,7,0,0,0,65,25.56024172,25.56,25.56011995,25.56,25.56024142,25.56,25.56,558.8013514,0,0,675.3031711,2067.395341,0.15,0.826743454
 01/03  24:00:00,0,7,0,0,0,65,25.56025838,25.56,25.56011159,25.56,25.56022669,25.56,25.56,546.4501452,0,0,679.3630492,2055.472451,0.15,0.827651486
 01/04  01:00:00,0,1,0,0,0,65,25.5602374,25.56,25.56012319,25.56,25.5602403,25.56,25.56,509.4166055,0,0,681.8590532,1946.078429,0.15,0.824434538
 01/04  02:00:00,0,1,0,0,0,65,25.56021132,25.56,25.56014055,25.56,25.56026466,25.56,25.56,472.4793148,0,0,682.2320636,1900.172954,0.15,0.822164343
 01/04  03:00:00,0,1,0,2,0,65,25.5602148,25.56,25.56015324,25.56,25.5582258,25.56,25.56,393.5109196,0,0,683.1543226,1681.80301,0.15,0.810028914
 01/04  04:00:00,0,1,0,0,0,65,25.56014643,25.56,25.56021105,25.56,25.51900954,25.56,25.56,320.6880529,0,0,682.4669186,1530.851288,0.15,0.800669767
 01/04  05:00:00,0,1,0,0,0,65,25.56016628,25.56,25.56021312,25.56,25.48470266,25.56,25.56,303.3994853,0,0,678.4384838,1501.392833,0.15,0.798579054
 01/04  06:00:00,0,1,0,0,0,65,25.56014198,25.56,25.56020584,25.56,25.45921554,25.56,25.56,287.9248411,0,0,675.449251,1433.050196,0.15,0.793817936
 01/04  07:00:00,0,1,0,0,0,65,25.56013996,25.56,25.56023144,25.56,25.43610298,25.56,25.56,276.2942266,0,0,674.5107408,1445.935269,0.15,0.794040611
 01/04  08:00:00,0,1,0,0,0,65,25.56015871,25.56,25.56024456,25.56,25.4246755,25.56,25.56,282.242786,0,0,680.634726,1431.21415,0.15,0.79074904
 01/04  09:00:00,0,1,0,0,0,65,25.56019731,25.56,25.56017694,25.56,25.5137674,25.56,25.56,419.6566807,0,0,682.4070746,1773.904498,0.15,0.808097362
 01/04  10:00:00,0,1,0,0,0,65,25.560405,25.56,25.56012353,25.56,25.55900099,25.56,25.56,999.6890394,203.2660327,199.0705544,684.9839773,3445.049587,0.15,0.848507874
 01/04  11:00:00,0,1,0,36,0,65,25.56054128,25.56,25.56030096,25.56,25.56026699,25.56,25.56,1460.05784,700.2478869,533.0219874,697.5328438,4787.578863,0.15,0.867279862
 01/04  12:00:00,0,1,119,56,96,65,25.56006532,25.56,25.56006928,25.56,25.56004841,25.56,25.56,2393.611819,1118.975764,2346.703748,713.6224718,7981.962428,0.1665737,0.890252856
 01/04  13:00:00,0,1,53,97,59,65,25.56000104,25.56,25.56000161,25.56,25.56000072,25.56,25.56,3059.813445,1513.79775,2984.862176,730.8394178,9705.012387,0.19985386,0.89640835
 01/04  14:00:00,0,1,107,134,120,65,25.56000002,25.56,25.56000004,25.56,25.56000001,25.56,25.56,3524.954433,1615.396175,3090.635736,745.4547814,10394.80332,0.213338494,0.899521803
 01/04  15:00:00,0,1,110,47,122,65,25.56,25.56,25.56,25.56,25.56,25.56,25.56,3531.702515,1430.412537,2731.158258,754.1270018,9863.712493,0.201773833,0.902486362
 01/04  16:00:00,0,1,105,110,117,65,25.56,25.56,25.56,25.56,25.56,25.56,25.56,3341.878831,1368.218651,2397.815595,760.189501,9282.170005,0.189968295,0.902020159
 01/04  17:00:00,0,1,58,69,64,65,25.56,25.56,25.56,25.56,25.56,25.56,25.56,2938.997937,1043.582027,1827.675858,756.4509197,7975.731315,0.164175452,0.896818909
 01/04  18:00:00,0,1,79,0,89,65,25.56022423,25.56,25.56008648,25.56,25.56012088,25.56,25.56,2638.290307,731.0901601,1284.208457,753.4569483,6816.005853,0.158195578,0.891218396
 01/04  19:00:00,0,1,0,0,0,65,25.5605693,25.56,25.56016853,25.56,25.56015849,25.56,25.56,1246.148058,334.5359729,232.9147837,742.718117,3949.801416,0.15,0.860110258
 01/04  20:00:00,0,1,0,0,0,65,25.56042307,25.56,25.56007355,25.56,25.56007345,25.56,25.56,912.5284563,75.76115439,9.829733136,732.0115537,3051.094345,0.15,0.847128342
 01/04  21:00:00,0,1,0,0,0,65,25.56033011,25.56,25.56005884,25.56,25.56014423,25.56,25.56,711.3444578,0,0,721.784903,2531.23161,0.15,0.838879314
 01/04  22:00:00,0,1,27,151,49,65,25.56026278,25.56,25.56006276,25.56,25.56023687,25.56,25.56,555.3725645,0.795701512,0,711.504089,2227.852302,0.15,0.831927865
 01/04  23:00:00,0,1,0,0,0,65,25.56018148,25.56,25.5601985,25.56,25.55906705,25.56,25.56,386.7391924,0,0,706.1965518,1591.706592,0.15,0.805536238
 01/04  24:00:00,0,1,0,0,0,65,25.56018068,25.56,25.56023354,25.56,25.53608892,25.56,25.56,344.7372604,0,0,694.9905432,1523.967158,0.15,0.803515954
 01/05  01:00:00,0,2,0,15,0,65,25.56014082,25.56,25.56023982,25.56,25.48912384,25.56,25.56,284.160999,0,0,683.8001057,1415.181734,0.15,0.797622616
 01/05  02:00:00,0,2,0,15,0,65,25.56012506,25.56,25.5602354,25.56,25.41786837,25.56,25.56,230.0765871,0,0,680.9136994,1386.978233,0.15,0.795565225
 01/05  03:00:00,0,2,0,13,0,65,25.5600828,25.56,25.56024598,25.56,25.31008445,25.56,25.56,138.0677576,0,0,678.6130725,1241.924566,0.15,0.78267119
 01/05  04:00:00,0,2,0,14,0,65,25.56005436,25.56,25.56033156,25.56,25.18119585,25.56,25.56,71.76634437,0,0,673.6508071,1067.687916,0.15,0.764341286
 01/05  05:00:00,0,2,0,14,0,65,25.56005137,25.56,25.56030024,25.56,25.1208268,25.56,25.56,57.59174543,0,0,673.1375694,1083.926596,0.15,0.76679262
 01/05  06:00:00,0,2,0,19,0,65,25.56005338,25.56,25.5603036,25.56,25.08699028,25.56,25.56,33.49212101,0,0,670.0501261,1039.47015,0.15,0.76123466
 01/05  07:00:00,0,2,14,14,0,65,25.56005942,25.56,25.56031435,25.56,25.10692848,25.56,25.56,111.1831154,0,0,669.3032168,1138.620693,0.15,0.774541344
 01/05  08:00:00,0,2,199,210,196,65,22.34284916,22.22,22.33677238,22.22,22.29347502,22.22,22.22,3914.471944,3921.12805,2372.325982,1054.755846,12774.18487,0.275969324,0.835125526
 01/05  09:00:00,0,2,214,919,288,74,22.22581555,22.22,22.22164882,22.22,22.22458608,22.22,22.22,1878.582256,3610.212582,1119.919327,927.0170941,8977.154254,0.199052119,0.832525253
 01/05  10:00:00,0,2,197,865,293,65,22.22623479,22.22,22.22167605,22.22,22.22434758,22.22,22.22,2579.430624,4457.603705,2243.523884,867.3796866,11635.09483,0.256765136,0.836566886
 01/05  11:00:00,0,2,220,968,345,65,22.22517705,22.22,22.22090837,22.22,22.22349827,22.22,22.22,4358.540036,5856.510616,3583.925335,851.7201553,16206.33396,0.35943255,0.832619648
 01/05  12:00:00,0,2,223,982,284,65,22.22469008,22.22,22.22112369,22.22,22.21988316,22.22,22.22,5883.720407,6087.946897,7141.69426,851.0793342,21537.70057,0.487529841,0.815568602
 01/05  13:00:00,0,2,224,997,321,65,22.22331861,22.22,22.22095043,22.22,22.21838951,22.22,22.22,6578.479048,6235.714221,7122.29255,861.7546937,22332.37377,0.511620993,0.805833264
 01/05  14:00:00,0,2,223,976,340,65,22.22221153,22.22,22.22005675,22.22,22.21869347,22.22,22.22,7250.549854,6998.332985,7059.420023,874.794524,23745.0555,0.544548128,0.804972989
 01/05  15:00:00,0,2,224,991,259,65,22.2241647,22.22,22.2218294,22.22,22.22110531,22.22,22.22,6833.058392,6118.323224,6100.700599,886.3159765,21416.94817,0.493751338,0.800764278
 01/05  16:00:00,0,2,223,984,337,65,22.22683272,22.22,22.22500016,22.22,22.22411807,22.22,22.22,6359.158304,5555.607498,5419.071355,884.9187391,19673.06093,0.455755454,0.796861142
 01/05  17:00:00,0,2,218,962,318,65,22.22615939,22.22,22.22483458,22.22,22.22483095,22.22,22.22,5741.780837,5151.59247,4563.978774,881.6892483,17785.93328,0.412368883,0.796272171
 01/05  18:00:00,0,2,223,949,356,65,22.22596902,22.22,22.22477032,22.22,22.22489829,22.22,22.22,5377.684563,4696.060554,4007.191477,875.7896325,16398.26177,0.376934636,0.803288645
 01/05  19:00:00,0,2,217,928,347,65,22.22096888,22.22,22.22085306,22.22,22.2208215,22.22,22.22,2921.675346,3171.097046,1852.608182,860.8844557,10223.9678,0.234261639,0.805788687
 01/05  20:00:00,0,2,165,624,219,65,24.63822287,25.56,24.78650296,25.56,24.23023754,25.56,25.56,27.95392284,25.25420496,0,155.7626747,324.3980866,2.50E-02,0.796981279
 01/05  21:00:00,0,2,54,24,60,65,25.56009483,25.56,25.53936381,25.56,25.2444745,25.56,25.56,215.0254603,0,0,654.1432092,1098.446339,0.15,0.750621675
 01/05  22:00:00,0,2,0,0,0,65,25.5600948,25.56,25.55971713,25.56,25.28606612,25.56,25.56,162.7254072,0,0,656.3783456,1054.121062,0.15,0.747175467
 01/05  23:00:00,0,2,0,0,0,65,25.56008564,25.56,25.56038039,25.56,25.26412638,25.56,25.56,197.4828734,0,0,665.366789,1154.995256,0.15,0.757584271
 01/05  24:00:00,0,2,0,0,0,65,25.56013925,25.56,25.56029301,25.56,25.37238864,25.56,25.56,275.8967004,0,0,671.2194188,1345.143476,0.15,0.774990829
 01/06  01:00:00,0,3,0,15,0,65,25.56014472,25.56,25.56027446,25.56,25.40560854,25.56,25.56,255.7888277,0,0,668.8095624,1335.520183,0.15,0.776143157
 01/06  02:00:00,0,3,0,15,0,65,25.56012553,25.56,25.56023013,25.56,25.38665812,25.56,25.56,231.4224841,0,0,671.5535829,1375.197962,0.15,0.778385003
 01/06  03:00:00,0,3,0,13,0,65,25.5600952,25.56,25.56025301,25.56,25.32224044,25.56,25.56,159.2435494,0,0,672.9601064,1275.034294,0.15,0.770209169
 01/06  04:00:00,0,3,0,14,0,65,25.56005962,25.56,25.56031499,25.56,25.21386917,25.56,25.56,96.85698669,0,0,670.392238,1108.949866,0.15,0.755572573
 01/06  05:00:00,0,3,0,14,0,65,25.56005945,25.56,25.5603015,25.56,25.16322751,25.56,25.56,87.58082211,0,0,671.3197321,1135.861604,0.15,0.757080853
 01/06  06:00:00,0,3,0,19,0,65,25.56005596,25.56,25.56035634,25.56,25.08747078,25.56,25.56,21.0549628,0,0,669.1408552,966.5089559,0.15,0.721881844
 01/06  07:00:00,0,3,14,14,0,65,25.56005707,25.56,25.56039696,25.56,24.99023518,25.56,25.56,3.238620791,0,0,668.6776184,928.5096018,0.15,0.714016806
 01/06  08:00:00,0,3,199,210,196,65,22.29935575,22.22,22.29572989,22.22,22.2637304,22.22,22.22,3352.347571,3294.747609,1863.589703,1053.64921,11016.01754,0.251026655,0.801258492
 01/06  09:00:00,0,3,214,919,288,74,22.22402175,22.22,22.2227522,22.22,22.22317059,22.22,22.22,1594.684422,2551.006857,829.3925648,925.6666371,7307.194503,0.169075269,0.797856032
 01/06  10:00:00,0,3,197,865,293,65,22.22493873,22.22,22.22360737,22.22,22.22396297,22.22,22.22,2678.233299,3508.236607,1964.146135,865.7047832,10434.83755,0.2378821,0.809368636
 01/06  11:00:00,0,3,220,968,345,65,22.22673478,22.22,22.22252389,22.22,22.22525056,22.22,22.22,4006.72869,5112.484296,3122.81794,850.2249933,14546.46861,0.327985362,0.818772408
 01/06  12:00:00,0,3,223,982,284,65,22.22771644,22.22,22.22222131,22.22,22.22610368,22.22,22.22,4487.466566,5401.647564,3283.361401,849.0557546,15469.67807,0.350799226,0.814139334
 01/06  13:00:00,0,3,224,997,321,65,22.22772667,22.22,22.22337908,22.22,22.22634429,22.22,22.22,4749.246736,5373.571483,3370.483075,856.507258,15791.78474,0.360048134,0.809690613
 01/06  14:00:00,0,3,223,976,340,65,22.2274741,22.22,22.22389936,22.22,22.22607299,22.22,22.22,5018.331243,5720.721471,4212.133667,865.590799,17262.51495,0.396270452,0.80425381
 01/06  15:00:00,0,3,224,991,259,65,22.22683068,22.22,22.22506195,22.22,22.22555127,22.22,22.22,4885.905726,5383.806718,3934.406417,875.465525,16521.596,0.381953764,0.798525586
 01/06  16:00:00,0,3,223,984,337,65,22.22642471,22.22,22.22497963,22.22,22.22515746,22.22,22.22,5697.330412,5123.144598,4760.656037,873.6206723,17902.09205,0.414762573,0.796834614
 01/06  17:00:00,0,3,218,962,318,65,22.22621913,22.22,22.22494179,22.22,22.22509526,22.22,22.22,5603.223644,4889.953544,4433.766095,871.5774208,17243.31816,0.400448335,0.794929949
 01/06  18:00:00,0,3,223,949,356,65,22.22583416,22.22,22.2247311,22.22,22.2248907,22.22,22.22,5315.776984,4410.793043,3853.987498,867.5734093,15887.69569,0.368964933,0.794874935
 01/06  19:00:00,0,3,217,928,347,65,22.22091892,22.22,22.22082374,22.22,22.22078906,22.22,22.22,2873.717627,3086.396077,1784.990108,855.1786546,10017.18706,0.233234363,0.792940197
 01/06  20:00:00,0,3,165,624,219,65,24.62044682,25.56,24.76658938,25.56,24.1978335,25.56,25.56,20.7129753,22.27841323,0,127.9614887,260.7953694,1.88E-02,0.785454722
 01/06  21:00:00,0,3,54,24,60,65,25.5600864,25.56,25.51662208,25.56,25.18813255,25.56,25.56,173.6839101,0,0,649.0821945,1025.428701,0.15,0.736087862
 01/06  22:00:00,0,3,0,0,0,65,25.56010612,25.56,25.55795928,25.56,25.27823068,25.56,25.56,201.2912999,0,0,651.7944534,1115.297615,0.15,0.753953704
